Id,OverallRating,ReviewHeader,Name,Datetime,VerifiedReview,ReviewBody,TypeOfTraveller,SeatType,Route,DateFlown,SeatComfort,CabinStaffService,GroundService,ValueForMoney,Recommended,Aircraft,Food&Beverages,InflightEntertainment,Wifi&Connectivity,clean_review,wordcount,vader_compound_score,vader_prediction,"TextBlob_Analysis (Polarity, Subjectivity)",TextBlob_Analysis (Subjectivity),TextBlob_Analysis (Polarity),textblob_prediction,Transformer_Prediction,Transformer_Score,Transformer_Prediction_Specified,real_y
425,3,"""packed-like-sardines Club World product""",David Ellis,29th March 2022,TRUE,"British Airways are in the process of upgrading all its 777 fleet to the new Club Suite, but BA59 had the 16-yrs-old, packed-like-sardines Club World product. The lounge at CPT was also bursting at the seams and food orders were so behind that many passengers had left by the time their food arrived. On boarding, we were surprised to find that the menu, amenity kit and bottle of water had already been placed in the storage drawer. We suspect this is another cynical time-saving initiative on the part of BA. Frustratingly, the menu turned out to be incorrect and the replacement dishes were probably the worst we have ever encountered in any business class on any airline. The drinks run was cancelled without any warning on the spurious basis of a passenger with a nut allergy. It's hard to avoid suspicions that cabin crew were being economical with the truth. Apart from a rather turbulent ride, the flight was otherwise uneventful and arrival was slightly ahead of schedule. Baggage handling was, however, atrociously slow.",Couple Leisure,Business Class,Cape Town to London,22-Mar,2,1,3,2,no,Boeing 777-200,1,2,,british airways process upgrading 777 fleet new club suite ba59 16 yrs old packed like sardines club world product. lounge cpt also bursting seams food orders behind many passengers left time food arrived. boarding surprised find menu amenity kit bottle water already placed storage drawer. suspect another cynical time saving initiative part ba. frustratingly menu turned incorrect replacement dishes probably worst ever encountered business class airline. drinks run cancelled without warning spurious basis passenger nut allergy. hard avoid suspicions cabin crew economical truth. apart rather turbulent ride flight otherwise uneventful arrival slightly ahead schedule. baggage handling however atrociously slow.,180,"{'neg': 0.173, 'neu': 0.752, 'pos': 0.075, 'compound': -0.8824}",Negative,"Sentiment(polarity=-0.14442640692640696, subjectivity=0.547348484848485)",0.547348485,-0.144426407,Negative,surprise,0.6625197529792786,Neutral,Negative
47,1,"""everyone refused to help us"" ",Terri Galli,20th September 2023,FALSE,"Everything was ok until our connecting flight in London, just before take off, we were on the runway, the pilot came on to announce an engine problem. After engineers tried to fix it while we waited on the plane for over an hour we were finally told that we would have to be evacuated and rebooked for another flight but not to worry because a special crew was waiting for us on the ground to help us and set us up in a hotel except that there was no one to help us. In fact everyone refused to help us. It was Saturday almost 8pm and they just wanted to go home. Anyone with a connecting flight couldn't rebook on the application because the app wouldn't disassociate our first flight with the connecting one in London and the staff saw this but still refused to help us. They gave us a phone number but there was only a message that said just to use the app. Finally I got someone on the phone who rebooked us for the next day. Now it's 10:30pm and I have to find a hotel room because the airline refused also to help us with that. So i had 2 choices either sleep in the airport or pay over 700GBP for a room. I don't have the money to pay for this but after a 10 hour flight, 8 hours of jet lag and the insane stress after the fact that no one from British Airways would help us I took the room. Of course I claimed reimbursement but that was over 3 weeks ago and I haven't heard anything since so I have no idea when or how much I'll be reimbursed, even though I'm not claiming any emotional compensation from the horrible situation they put me through due to their total indifference. It's financially difficult for me right now because the money I had to put out is equal to half my salary and of course it's impossible to reach them by phone. I feel still as i did on August 26 2023 completely trapped by them and their indifference with no solution or information",Family Leisure,Economy Class,San Diego to Marseille via London ,23-Aug,3,2,1,3,no,,3,3,1,everything ok connecting flight london take runway pilot came announce engine problem. engineers tried fix waited plane hour finally told would evacuated rebooked another flight worry special crew waiting us ground help us set us hotel except one help us. fact everyone refused help us. saturday almost 8pm wanted go home. anyone connecting flight could rebook application app would disassociate first flight connecting one london staff saw still refused help us. gave us phone number message said use app. finally got someone phone rebooked us next day. 10 30pm find hotel room airline refused also help us that. 2 choices either sleep airport pay 700gbp room. money pay 10 hour flight 8 hours jet lag insane stress fact one british airways would help us took room. course claimed reimbursement 3 weeks ago heard anything since idea much reimbursed even though claiming emotional compensation horrible situation put due total indifference. financially difficult right money put equal half salary course impossible reach phone. feel still august 26 2023 completely trapped indifference solution information,372,"{'neg': 0.172, 'neu': 0.692, 'pos': 0.136, 'compound': -0.7453}",Negative,"Sentiment(polarity=-0.10870927318295741, subjectivity=0.5437969924812031)",0.5437969924812031,-0.108709273,Negative,anger,0.9286836385726929,Negative,Negative
2953,2,British Airways customer review,Lucas Robert,31st May 2015,FALSE,"We travelled on Flight BA11 from Heathrow to Singapore on 25th July 2014 and it is most unlikely we would travel with them again. We were supposed to depart at 2000 and had arrived early to escape the rush and heat of London. When we checked the Departures board we noticed no gate number had been allotted to our flight. We hung around Gate A area and waited for further advice and waited and waited. The clock ticked on and we all waited for the advice the board is supposed to display. Come 1920 (supposed to be boarding) and still no gate number or advice as to the delayed boarding. I could go on and on but finally at 2008 (yes 8 minutes after scheduled departure time!) the board declared that we had to go to Gate B area for a 2100 departure. Still no explanation as to why we were an hour late. We caught the transit service and headed over there finally boarding the plane after the rescheduled departure time. The air conditioning was virtually non-functional and we were forced to sit in the stinking heat waiting for some sort of explanation and apology. The staff seemed surly and disinterested in our discomfort and one stewardess near us at the rear of the plane refused two requests from passengers to bring water using the defence that she was ""on my own back here and cannot leave my post"". Incredibly she left her post several times when it suited her to talk to other stewards etc! About 2110 the Captain announced that they had ""lost a passenger and we should depart within 10-15 minutes"". Finally at 2221 we took off after sitting in the terrible heat and humidity of all those bodies for over an hour with no service of drinks or anything else after boarding over an hour late! Yes we departed 2 hours and 21 minutes late and still without explanation or apology of any kind from any of the staff! The air conditioning did not start to reduce the temperature until more than 3 hours into the flight! When we landed at Singapore the Captain announced that he ""hoped the ongoing passengers hadn't been too inconvenienced by the hold-up"". I guess that was BA's apology? Totally disgraceful BA andwe still don't know why we were delayed.",,Economy Class,,,3,2,,2,no,,3,3,,travelled flight ba11 heathrow singapore 25th july 2014 unlikely would travel again. supposed depart 2000 arrived early escape rush heat london. checked departures board noticed gate number allotted flight. hung around gate area waited advice waited waited. clock ticked waited advice board supposed display. come 1920 supposed boarding still gate number advice delayed boarding. could go finally 2008 yes 8 minutes scheduled departure time board declared go gate b area 2100 departure. still explanation hour late. caught transit service headed finally boarding plane rescheduled departure time. air conditioning virtually non functional forced sit stinking heat waiting sort explanation apology. staff seemed surly disinterested discomfort one stewardess near us rear plane refused two requests passengers bring water using defence back cannot leave post . incredibly left post several times suited talk stewards etc 2110 captain announced lost passenger depart within 10 15 minutes . finally 2221 took sitting terrible heat humidity bodies hour service drinks anything else boarding hour late yes departed 2 hours 21 minutes late still without explanation apology kind staff air conditioning start reduce temperature 3 hours flight landed singapore captain announced hoped ongoing passengers inconvenienced hold . guess ba apology totally disgraceful ba andwe still know delayed.,399,"{'neg': 0.121, 'neu': 0.794, 'pos': 0.085, 'compound': -0.914}",Negative,"Sentiment(polarity=-0.11874999999999997, subjectivity=0.553125)",0.553125,-0.11875,Negative,anger,0.4588536322116852,Negative,Negative
1488,5,"""seating rough around the edges""",A Wharton,31st August 2017,FALSE,"London Heathrow to Bucharest. A full flight both ways to Bucharest using a A321. Boarding in London was efficient and orderly. The boarding in Bucharest was more akin to a rugby scrum! Any sense of control by BA went out of the window. The plane was clean, but the interior was tired and the seating rough around the edges. There was no USB ports or entertainment which makes for a long 3 hours. The M&S meal service worked well flying out of London, but less so returning. Food Inventory must have been limited on departure as must products quickly sold out. Leaving a selection of drinks and crisps! Also the BA cabin crew are still learning how to take payments quickly and efficiently, which slows the process down too.",Business,Economy Class,London Heathrow to Bucharest,17-Aug,2,4,3,2,no,A321,2,1,1,london heathrow bucharest. full flight ways bucharest using a321. boarding london efficient orderly. boarding bucharest akin rugby scrum sense control ba went window. plane clean interior tired seating rough around edges. usb ports entertainment makes long 3 hours. meal service worked well flying london less returning. food inventory must limited departure must products quickly sold out. leaving selection drinks crisps also ba cabin crew still learning take payments quickly efficiently slows process too.,130,"{'neg': 0.058, 'neu': 0.784, 'pos': 0.158, 'compound': 0.8074}",Positive,"Sentiment(polarity=0.06613756613756612, subjectivity=0.43994708994709)",0.43994709,0.066137566,Positive,joy,0.9611402153968811,Positive,Negative
3560,2,British Airways customer review,John Frewen-Lord,6th July 2014,FALSE,Flew from LHR to YYZ on 23 June on new 787. Not impressed. Very bumpy taxiing. Smooth inflight but I couldn't really notice the extra cabin pressure or humidity that is supposed to be so wonderful. I was seated in a window seat. Flight completely spoilt by massive 130 kg passenger seated in middle seat - he could not fit between the armrests and needed help from both myself and passenger in aisle seat to even fasten his seatbelt. This is unacceptable especially since I paid £30 extra to choose my seat! Cabin crew friendly and efficient though why they didn't notice the situation with my huge fellow passenger and do something about it I don't know - safety issue if nothing else. Otherwise flight OK.,,Economy Class,,,1,4,,3,yes,,3,5,,flew lhr yyz 23 june new 787. impressed. bumpy taxiing. smooth inflight could really notice extra cabin pressure humidity supposed wonderful. seated window seat. flight completely spoilt massive 130 kg passenger seated middle seat could fit armrests needed help passenger aisle seat even fasten seatbelt. unacceptable especially since paid 30 extra choose seat cabin crew friendly efficient though notice situation huge fellow passenger something know safety issue nothing else. otherwise flight ok.,127,"{'neg': 0.057, 'neu': 0.667, 'pos': 0.277, 'compound': 0.959}",Positive,"Sentiment(polarity=0.3007575757575758, subjectivity=0.536969696969697)",0.536969697,0.3007575757575758,Positive,joy,0.9644618034362793,Positive,Negative
1270,3,"""cabin staff were almost robotic""",Michael Wyatt,14th March 2018,TRUE,"Food on this 4+ hours flight from Moscow to Heathrow was a filled roll and 1 cup of tea/coffee. The other London-Moscow flights provide a full meal. The cabin staff were almost robotic and programmed in the discharge of their duties with no interaction with passengers. When the flight touched down, it was 75 minutes before we disembarked, 6 British Airways flights that landed after us discharged their passengers whilst our flight waited first at a stand and then 15 minutes for an air bridge operator. My email to their CEO produced nothing except a plastic apology, even though the captain continually said we were waiting on find the guy responsible for stand allocation. Used to be BA was a world leader. They've followed the empire and dinosaurs into extinction.",Solo Leisure,Economy Class,Moscow to Heathrow,18-Feb,2,1,1,3,no,Boeing 777,1,3,1,food 4 hours flight moscow heathrow filled roll 1 cup tea coffee. london moscow flights provide full meal. cabin staff almost robotic programmed discharge duties interaction passengers. flight touched 75 minutes disembarked 6 british airways flights landed us discharged passengers whilst flight waited first stand 15 minutes air bridge operator. email ceo produced nothing except plastic apology even though captain continually said waiting find guy responsible stand allocation. used ba world leader. followed empire dinosaurs extinction.,133,"{'neg': 0.015, 'neu': 0.954, 'pos': 0.031, 'compound': 0.2851}",Neutral,"Sentiment(polarity=0.18333333333333335, subjectivity=0.4222222222222222)",0.4222222222222222,0.18333333333333335,Positive,anger,0.7977381944656372,Negative,Negative
163,2,"""a lot of actual lies being told""",Alexander George,1st May 2023,TRUE,"Despite being a gold member, the British Airways staff in Heathrow literally could not care in the slightest about the absolute turmoil and logistical damage or wider impact of their terrible service. All the staff members repeat the same mantra - “we are not obliged to provide even an update for the first 24 hours” as if that would make the situation better. There are no proactive updates, no empathy, no care but a lot of actual lies being told. You can tell that they have given up any care or thought for the passengers as actual individuals - they show this in every action and word they say. All of them are better suited to working away from other humans.",Business,Economy Class,New York to London,23-Apr,4,3,1,1,no,,3,3,4,despite gold member british airways staff heathrow literally could care slightest absolute turmoil logistical damage wider impact terrible service. staff members repeat mantra obliged provide even update first 24 hours would make situation better. proactive updates empathy care lot actual lies told. tell given care thought passengers actual individuals show every action word say. better suited working away humans.,119,"{'neg': 0.147, 'neu': 0.622, 'pos': 0.231, 'compound': 0.765}",Positive,"Sentiment(polarity=0.0611111111111111, subjectivity=0.3925925925925926)",0.3925925925925926,0.061111111,Positive,joy,0.9850311279296875,Positive,Negative
3486,2,British Airways customer review,W Sachs,18th August 2014,FALSE,We flew the A380 from LAX-LHR-JNB-LHR-LAX in August 2014 in business class. This plane was designed by someone who never flew it. The seats are so close together with no room on the window side to get out when the seats are flat. A person has to put up the foot rest for a place to stand and then step over the person next to them to get out into the aisle. In addition the person on the window seat gets all the food handed to them in front of the face of the person on the aisle. They have put so many people in each row that the seats are very narrow. There is virtually no place ( a small drawer at the seat) for personal items to be used during the flight without getting out of the seat to get something from the overhead.,,Business Class,,,2,4,,2,no,,3,5,,flew a380 lax lhr jnb lhr lax august 2014 business class. plane designed someone never flew it. seats close together room window side get seats flat. person put foot rest place stand step person next get aisle. addition person window seat gets food handed front face person aisle. put many people row seats narrow. virtually place small drawer seat personal items used flight without getting seat get something overhead.,149,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,"Sentiment(polarity=0.004166666666666661, subjectivity=0.2875)",0.2875,0.004166667,Positive,anger,0.6740156412124634,Negative,Negative
3576,9,British Airways customer review,V Bristow,23rd June 2014,FALSE,Flight BA 202 Boston to Heathrow. Aircraft B747 version 1. We were seated in PE. The cabin was quiet and not full so we had plenty of room. The cabin crew were very attentive and spoke to all the passengers in our cabin. Service after take off was very quick and professional the food was very good and not hurried giving us 3.5 hours to sleep. The seats were very comfortable and the extra space was appreciated. My only complaint is my TV monitor was faulty and had a black line down the screen. It was not an issue as I was planning to sleep rather than watch a movie. The cabin was quieter than economy as it was at the front of the plane and I had a good 3 hours sleep. The Flight attendants were offering drinks throughout the flight which was good. The breakfast was a croissant in a box which I found a bit of a disappointment. Overall I would fly BA Premium Economy again.,,Premium Economy,,,5,5,,5,yes,,5,3,,flight ba 202 boston heathrow. aircraft b747 version 1. seated pe. cabin quiet full plenty room. cabin crew attentive spoke passengers cabin. service take quick professional food good hurried giving us 3.5 hours sleep. seats comfortable extra space appreciated. complaint tv monitor faulty black line screen. issue planning sleep rather watch movie. cabin quieter economy front plane good 3 hours sleep. flight attendants offering drinks throughout flight good. breakfast croissant box found bit disappointment. overall would fly ba premium economy again.,169,"{'neg': 0.081, 'neu': 0.736, 'pos': 0.183, 'compound': 0.872}",Positive,"Sentiment(polarity=0.2260416666666667, subjectivity=0.4447916666666667)",0.4447916666666667,0.2260416666666667,Positive,sadness,0.5394259095191956,Negative,Positive
3684,2,British Airways customer review,G Pardoe,3rd May 2014,FALSE,Las Vegas-LGW 777 3 class. Business. The unique forward facing/rear facing seat configuration fits in more seats than other leading airlines. Try to get a window/aisle seat if you are travelling as a couple but you will be lucky unless you are prepared to pay £60 to choose your seat. Otherwise you will be allocated a seat 24 hours before the flight and there are limited choices to change your seat allocation on a busy flight. In the middle 4 seats you will be either facing someone during service take off and landing or sat next to someone with a small partition between you. In all seats the foot rest is part of the bed and blocks access so you will either have to step over or be stepped over to leave your seat. The seats were comfortable in all positions. Dinner was average but less elegant than meals on other leading airlines. Breakfast was a disaster; hardly any of the choices on the menu were available but no explanation or apology were offered which was typical of the functional unsmiling flight attendants. We got a good price in a BA sale but the overall experience was disappointing.,,Business Class,,,3,1,,3,no,,1,4,,las vegas lgw 777 3 class. business. unique forward facing rear facing seat configuration fits seats leading airlines. try get window aisle seat travelling couple lucky unless prepared pay 60 choose seat. otherwise allocated seat 24 hours flight limited choices change seat allocation busy flight. middle 4 seats either facing someone service take landing sat next someone small partition you. seats foot rest part bed blocks access either step stepped leave seat. seats comfortable positions. dinner average less elegant meals leading airlines. breakfast disaster hardly choices menu available explanation apology offered typical functional unsmiling flight attendants. got good price ba sale overall experience disappointing.,201,"{'neg': 0.116, 'neu': 0.759, 'pos': 0.126, 'compound': 0.2975}",Neutral,"Sentiment(polarity=0.06540616246498597, subjectivity=0.4520308123249301)",0.4520308123249301,0.065406162,Positive,sadness,0.639095664,Negative,Negative
3575,3,British Airways customer review,Kidd William,23rd June 2014,FALSE,I flew from Edinburgh to Heathrow and then on to JFK and returned from Las Vegas. The flights in the UK were fine but the flight to JFK and from Vegas to Heathrow were terrible the seats were narrow and the food was disgusting both ways.,,Economy Class,,,1,2,,2,no,,1,3,,flew edinburgh heathrow jfk returned las vegas. flights uk fine flight jfk vegas heathrow terrible seats narrow food disgusting ways.,46,"{'neg': 0.257, 'neu': 0.672, 'pos': 0.071, 'compound': -0.6908}",Negative,"Sentiment(polarity=-0.4458333333333333, subjectivity=0.725)",0.725,-0.445833333,Negative,anger,0.9757634401321411,Negative,Negative
314,1,"""very short leg space""",Shahid Habib,11th September 2022,TRUE,"London to Istanbul. British Airways Business Class rows comprise of three seats with the middle seat empty. Front rows about 5-7 are considered as Business Class, with very short leg space.  No pillows, no blanket, horrible inflight service, staff were harassing me. No curtesy for business Class check-in while waiting for flights. ",Business,Business Class,London to Istanbul,22-Sep,1,1,1,1,no,,1,,,london istanbul. british airways business class rows comprise three seats middle seat empty. front rows 5 7 considered business class short leg space. pillows blanket horrible inflight service staff harassing me. curtesy business class check waiting flights.,54,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.8316}",Negative,"Sentiment(polarity=-0.22000000000000003, subjectivity=0.36)",0.36,-0.22,Negative,anger,0.9165980219841003,Negative,Negative
1840,8,"""exceed my expectation""",A Wong,7th February 2017,FALSE,"London Heathrow to Berlin Tegel. A good flight. Food is good for a short-haul flight in business class, but I note that there is no longer free snack and drink in Economy. Now they sell M&S stuff. But the question is whether it is worth the while flying business short-haul. I did only because it is one of my long haul segments. I expect nothing and it turn out to exceed my expectation. ",Solo Leisure,Business Class,London to Berlin,17-Jan,3,4,3,4,yes,,4,,,london heathrow berlin tegel. good flight. food good short haul flight business class note longer free snack drink economy. sell stuff. question whether worth flying business short haul. one long haul segments. expect nothing turn exceed expectation.,76,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.875}",Positive,"Sentiment(polarity=0.2928571428571428, subjectivity=0.4428571428571429)",0.4428571428571429,0.2928571428571428,Positive,joy,0.9401167035102844,Positive,Positive
59,8,"""less than a premium experience""",Rajan Parrikar,4th September 2023,TRUE,"London Heathrow to Keflavik, Iceland in Business Class on an A321. British Airways provides an unusual Business Class experience for intra-Europe flights. The seating is similar to most airlines - middle seat vacant and little extra space - but on British Airways the Business Class cabin extends to almost half the aircraft. This makes it less than a premium experience at every step, from boarding to onboard. The WiFi worked for only half the flight and there are no refunds. But when it worked it was surprisingly fast. Service on this flight was very good and we got to Keflavik on time.",Couple Leisure,Business Class,London to Keflavik,23-Aug,3,4,4,4,yes,A321,3,,3,london heathrow keflavik iceland business class a321. british airways provides unusual business class experience intra europe flights. seating similar airlines middle seat vacant little extra space british airways business class cabin extends almost half aircraft. makes less premium experience every step boarding onboard. wifi worked half flight refunds. worked surprisingly fast. service flight good got keflavik time.,101,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.6808}",Positive,"Sentiment(polarity=0.034375, subjectivity=0.3)",0.3,0.034375,Positive,fear,0.6984039545059204,Negative,Positive
1405,1,"""Absolutely appalling service""",Charlie Davies,7th November 2017,FALSE,"Absolutely appalling service from BA! I booked seats with extra leg room with a BA representative to ensure I was getting the seats we needed. On arrival at the aircraft we did not have those seats, our return flight was the same. So I applied for a refund, after a lot of back and forth with BA they started paying it back, in drips and drabs, not the full amount - so far I have received half of the amount owed! I traveled 6 months ago - I have called a dozen times, emailed and filled out forms and the last I heard was that someone would contact me and would sort this matter out - no one has called back in 2 months now. When I call they say “you can’t chase anymore, You have to await for someone to call you” BA you are a disgrace, I have been patient and you have done nothing! Worst airline I have ever had to deal with!",Couple Leisure,Economy Class,London to New York,17-Nov,1,1,1,1,no,,1,4,,absolutely appalling service ba booked seats extra leg room ba representative ensure getting seats needed. arrival aircraft seats return flight same. applied refund lot back forth ba started paying back drips drabs full amount far received half amount owed traveled 6 months ago called dozen times emailed filled forms last heard someone would contact would sort matter one called back 2 months now. call say cannot chase anymore await someone call ba disgrace patient done nothing worst airline ever deal,163,"{'neg': 0.084, 'neu': 0.834, 'pos': 0.081, 'compound': -0.0759}",Neutral,"Sentiment(polarity=-0.05555555555555555, subjectivity=0.40069444444444446)",0.40069444444444446,-0.055555556,Negative,anger,0.7968369126319885,Negative,Negative
1297,8,"""Very satisfied with BA""",D Harschule,12th February 2018,TRUE,"Dusseldorf to London. Very satisfied with BA, Reasonable fares, on time, awesome cabin staff, going to the UK they are my favourite airline. In Club Europe I miss better seating and more leg room as first priority for Business.",Solo Leisure,Business Class,Dusseldorf to London,18-Feb,3,5,4,4,yes,A320,5,,,dusseldorf london. satisfied ba reasonable fares time awesome cabin staff going uk favourite airline. club europe miss better seating leg room first priority business.,39,"{'neg': 0.051, 'neu': 0.637, 'pos': 0.312, 'compound': 0.8481}",Positive,"Sentiment(polarity=0.49000000000000005, subjectivity=0.6866666666666668)",0.6866666666666668,0.49000000000000005,Positive,joy,0.9956961870193481,Positive,Positive
1897,3,"""inflight entertainment didn't work""",V Gallam,10th January 2017,FALSE,"Travelled British Airways from London to Kuala Lumpur return. Had a painful 13 hour fight as I had a window seat with a metal box in the leg room areas, which meant my feet were slanted to one side throughout the flight. On my way back, the inflight entertainment didn't work. After numerous attempts to reset by the cabin crew it still didn't work for my partner and I. For the price of the ticket this was not acceptable.",Couple Leisure,Economy Class,KUL to LHR,16-Dec,1,3,4,2,no,Boeing 787,2,1,1,travelled british airways london kuala lumpur return. painful 13 hour fight window seat metal box leg room areas meant feet slanted one side throughout flight. way back inflight entertainment work. numerous attempts reset cabin crew still work partner i. price ticket acceptable.,81,"{'neg': 0.113, 'neu': 0.782, 'pos': 0.105, 'compound': -0.1027}",Neutral,"Sentiment(polarity=-0.175, subjectivity=0.35)",0.35,-0.175,Negative,sadness,0.9909509420394897,Negative,Negative
1994,10,"""cabin was immaculate""",J Lemon,16th November 2016,FALSE,"London Heathrow to Washington Dulles with British Airways. This was our return journey to the U.S. as we had flown over to London on a BA B747-400 in First from DFW. We were warmly greeted upon boarding and escorted to our seats. The A380 interior in First cabin was immaculate with even more personal space at our seats when compared with the 747. Once again, the on board service was excellent as was the food and wine (although once again the steak was a bit overcooked). I truly hope we will be able to fly in First again one fine day with BA.",Couple Leisure,First Class,LHR to IAD,16-Nov,5,5,5,4,yes,A380,4,4,,london heathrow washington dulles british airways. return journey you.s. flown london ba b747 400 first dfw. warmly greeted upon boarding escorted seats. a380 interior first cabin immaculate even personal space seats compared 747. board service excellent food wine although steak bit overcooked . truly hope able fly first one fine day ba.,105,"{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.9337}",Positive,"Sentiment(polarity=0.40666666666666673, subjectivity=0.4925)",0.4925,0.40666666666666673,Positive,joy,0.9566786289215088,Positive,Positive
95,4,"""pilot apologise at every step of the way""",D Keane,21st July 2023,TRUE,"Flight was delayed due to the inbound flight arriving late. There was no announcement to inform of the delay nor were the sceens updated. When ready to board we were requested to take our seats quickly to help reduce the delay, which people did. The pilot then announced he had received the documents for the wrong flight from ground staff, so we had to wait while they returned to get the right paperwork. After this was resolved, the pilot announced there would be a delay as there was only two push back tractors and we had to wait again. So after rushing to sit quickly, we sat the the aircraft at the gate for nearly one hour, which is longer than the flight takes ! Of course AMS is not BAs home base and it uses contracted staff here, but it should require a better level of service, It was embarrassing hearing the pilot apologise at every step of the way. It’ll be Eurostar for me next time.",Business,Economy Class,Amsterdam to London City ,23-Jul,3,4,1,2,no,E190,3,,,flight delayed due inbound flight arriving late. announcement inform delay sceens updated. ready board requested take seats quickly help reduce delay people did. pilot announced received documents wrong flight ground staff wait returned get right paperwork. resolved pilot announced would delay two push back tractors wait again. rushing sit quickly sat aircraft gate nearly one hour longer flight takes course ams bas home base uses contracted staff require better level service embarrassing hearing pilot apologise every step way. eurostar next time.,168,"{'neg': 0.15, 'neu': 0.722, 'pos': 0.128, 'compound': -0.2732}",Neutral,"Sentiment(polarity=0.0022817460317460236, subjectivity=0.4842261904761905)",0.4842261904761905,0.002281746,Positive,anger,0.7051296234130859,Negative,Negative
1736,4,"""what was I thinking flying this airline?""",Janeane Lanson,10th April 2017,FALSE,"What was I thinking flying this airline? For the second time travelling this airline our luggage has been lost. Two years ago London to Dublin our bags were lost for two days. So this flight our bags are left in London again! Now I'm stuck in Dubai in winter clothes, missing the pools and beaches at our resort waiting for our bags to turn up. It's only been 3 days now in the same clothes. Upside - service on board BA559 was excellent. However, business class on BA Europe flight is no different to economy so don't pay for business if you think you are getting a comfy seat.",Couple Leisure,Business Class,Rome to London,17-Apr,1,4,1,3,no,Boeing 767,4,1,1,thinking flying airline second time travelling airline luggage lost. two years ago london dublin bags lost two days. flight bags left london stuck dubai winter clothes missing pools beaches resort waiting bags turn up. 3 days clothes. upside service board ba559 excellent. however business class ba europe flight different economy pay business think getting comfy seat.,111,"{'neg': 0.162, 'neu': 0.779, 'pos': 0.059, 'compound': -0.5423}",Negative,"Sentiment(polarity=0.16, subjectivity=0.32999999999999996)",0.32999999999999996,0.16,Positive,sadness,0.9962498545646667,Negative,Negative
819,2,"""Noisy cabin, tiny screens""",A Hardein,30th July 2019,TRUE,"London Heathrow to Austin. 10 hour flight in a Boeing 747-400. Noisy cabin, tiny screens, collapsing headrest, chocolate on my seat. Selection of just a half dozen films and no wifi. Poor food with choices running out.",Family Leisure,Economy Class,London Heathrow to Austin,19-Jul,1,3,3,2,no,Boeing 747-400,1,1,1,london heathrow austin. 10 hour flight boeing 747 400. noisy cabin tiny screens collapsing headrest chocolate seat. selection half dozen films wifi. poor food choices running out.,38,"{'neg': 0.226, 'neu': 0.774, 'pos': 0.0, 'compound': -0.7184}",Negative,"Sentiment(polarity=-0.18888888888888888, subjectivity=0.4222222222222222)",0.4222222222222222,-0.188888889,Negative,sadness,0.5571867823600769,Negative,Negative
3634,6,British Airways customer review,Murat Nal,1st June 2014,FALSE,Tampa-Gatwick. Check in lousy. I can't believe I am writing this. Checking in 3 bags one weighed 32.7 kg the supervisor insisted I remove the .7kg (1lb) from the bag. I had to ask him if he was serious and he said he was. The person checking in next to me had the same problem. When you fly business class the reason you do is because you don't want stress this strictness doesn't help. Tampa airport didn't help the stress level either I had one carry on bag rucksack and a small bag for a laptop security to the gate insisted I was allowed two carry on's so I had to put two bags into one. Going through the third security the scanner showed I had something in my pocket. Body search revealed I had a few $ notes in my pocket. Security man 'when we say remove everything from your pocket we mean everything' I thought he was joking he wasn't. Lounge at Tampa Ok. Sandwiches freshly made and plenty of drinks reasonable space. Option of going to one world lounge as well. Boarding aircraft clean all seats in club taken offered champagne by very friendly cabin crew. Food usual just edible (insulting to passengers as you are paying business class monies) flight landed late. Baggage collection happy to see two of my check in's come out first and sad to see the last bag come out last as the priority tag had got removed of the last bag.,,Business Class,,,3,5,,4,yes,,3,2,,tampa gatwick. check lousy. cannot believe writing this. checking 3 bags one weighed 32.7 kg supervisor insisted remove .7kg 1lb bag. ask serious said was. person checking next problem. fly business class reason want stress strictness help. tampa airport help stress level either one carry bag rucksack small bag laptop security gate insisted allowed two carry put two bags one. going third security scanner showed something pocket. body search revealed notes pocket. security man say remove everything pocket mean everything thought joking not. lounge tampa ok. sandwiches freshly made plenty drinks reasonable space. option going one world lounge well. boarding aircraft clean seats club taken offered champagne friendly cabin crew. food usual edible insulting passengers paying business class monies flight landed late. baggage collection happy see two check come first sad see last bag come last priority tag got removed last bag.,256,"{'neg': 0.124, 'neu': 0.704, 'pos': 0.173, 'compound': 0.7515}",Positive,"Sentiment(polarity=0.006944444444444452, subjectivity=0.4922619047619048)",0.4922619047619048,0.006944444,Positive,sadness,0.7088301181793213,Negative,Negative
